ID,Time_real,Time_pred_class,Time_real_class,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken_min,Peak_flag,region,region_city,avg_time_by_region_city,distance_km,long_distance,vehicle_condition_binary,prep_time,Restaurant_name_real,Restaurant_lat_real,Restaurant_lon_real,Delivery_lat_real,Delivery_lon_real,max_class,max_before_class,max_after_class
0x9d32 ,44.0,3.0,4.0,0.0,0.0001028392577688,0.0003733512184216,0.0084478568736148,0.383815896755564,0.2464133835108021,0.3597741767270556,0.0010724956567723,0.0,CHENRES17DEL02 ,33,4.9,2022-03-08,2022-03-08 18:50:00,2022-03-08 19:00:00,Fog,Medium ,Meal ,motorcycle ,1.0,No ,Urban ,44.0,1,chennai,chennai_Urban ,23.075757575757574,20.17826723909956,1,1,10.0,The Marina,13.0671996,80.2522907,13.059641222899492,80.0664022123803,{3.0: 0.383815896755564},{2.5: 0.0084478568736148},{3.5: 0.2464133835108021}
0x50af ,22.0,2.0,2.0,0.0398809354852223,0.2855080369634054,0.3389280617946911,0.3339875288193494,0.0012546229194173,0.0004408140179148,0.0,0.0,0.0,VADRES03DEL02 ,27,4.5,2022-03-04,2022-03-04 21:40:00,2022-03-04 21:50:00,Windy,Jam ,Drinks ,motorcycle ,1.0,No ,Metropolitian ,22.0,1,vadodara,vadodara_Metropolitian ,27.81117021276596,12.11655916281721,1,1,10.0,The Brewery.,22.3250471,73.1716354,22.433885064138018,73.15952676767581,{2.0: 0.3389280617946911},{1.5: 0.2855080369634054},{2.5: 0.3339875288193494}
0x113f ,28.0,2.5,2.5,0.0018858979563002,0.0050233516573728,0.3075358995558497,0.4301107865444628,0.2553946629734283,4.9401312586184533e-05,0.0,0.0,0.0,INDORES16DEL03 ,22,4.9,2022-03-07,2022-03-07 19:35:00,2022-03-07 19:50:00,Cloudy,Jam ,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28.0,1,indore,indore_Metropolitian ,27.04366812227074,9.07484893630857,0,1,15.0,Skyhouse Cocktail Garden,22.7518422,75.89687649999999,22.67485726289468,75.92714745797531,{2.5: 0.4301107865444628},{2.0: 0.3075358995558497},{3.0: 0.2553946629734283}
0x7f0d ,13.0,1.5,1.0,0.4186543545348057,0.4663482227705994,0.0782302510729262,0.0364929469784367,0.0001237380692909,0.0,1.488095238095238e-05,0.000120724669178,1.488095238095238e-05,BANGRES01DEL03 ,26,4.8,2022-03-03,2022-03-03 21:10:00,2022-03-03 21:20:00,Sunny,Jam ,Meal ,scooter ,0.0,No ,Metropolitian ,13.0,1,bengaluru,bengaluru_Metropolitian ,27.103890362511052,4.658009428704457,0,1,10.0,Central Tiffin Room,12.9980282,77.5695557,12.99579693859232,77.52667956805689,{1.5: 0.4663482227705994},{1.0: 0.4186543545348057},{2.0: 0.0782302510729262}
0x692b ,18.0,1.5,1.5,0.3057846202546533,0.6926447185105031,0.0013620967937022,0.0002085644411413,0.0,0.0,0.0,0.0,0.0,MYSRES04DEL02 ,22,4.8,2022-03-13,2022-03-13 10:00:00,2022-03-13 10:10:00,Stormy,Low ,Buffet ,scooter ,1.0,No ,Metropolitian ,18.0,0,mysuru,mysuru_Metropolitian ,27.17863720073665,3.109073410946993,0,1,10.0,Empire Restaurant,12.3239429,76.6278007,12.295927946016326,76.62551863007602,{1.5: 0.6926447185105031},{1.0: 0.3057846202546533},{2.0: 0.0013620967937022}
0x9573 ,40.0,3.5,4.0,0.0,0.0,0.0,0.0,0.3379576745429191,0.3495541174065531,0.31110840784708,0.001379800203447,0.0,CHENRES09DEL02 ,26,4.1,2022-03-27,2022-03-27 20:15:00,2022-03-27 20:20:00,Fog,Jam ,Meal ,scooter ,1.0,No ,Metropolitian ,40.0,1,chennai,chennai_Metropolitian ,27.45638766519824,12.418029175076608,1,1,5.0,The Marina,13.0671996,80.2522907,13.135044651852033,80.16106148909971,{3.5: 0.3495541174065531},{3.0: 0.3379576745429191},{4.0: 0.31110840784708}
0x5176 ,11.0,2.0,1.0,0.1382632905483405,0.2740720977984866,0.298722175305099,0.2889021948993832,4.024144869215292e-05,0.0,0.0,0.0,0.0,JAPRES09DEL01 ,21,4.6,2022-04-01,2022-04-01 16:15:00,2022-04-01 16:30:00,Sandstorms,Medium ,Drinks ,motorcycle ,0.0,No ,Metropolitian ,11.0,0,jaipur,jaipur_Metropolitian ,27.54977831519549,5.958820916622007,0,0,15.0,Sura - Cocktails & Cuisine,26.9162084,75.7958993,26.88427877310237,75.7476328697494,{2.0: 0.298722175305099},{1.5: 0.2740720977984866},{2.5: 0.2889021948993832}
0x6461 ,10.0,1.0,1.0,0.3990595580763612,0.3776552043319165,0.1110869316249172,0.1121983059668046,0.0,0.0,0.0,0.0,0.0,MYSRES07DEL01 ,23,4.9,2022-03-17,2022-03-17 16:00:00,2022-03-17 16:05:00,Windy,Medium ,Drinks ,motorcycle ,0.0,No ,Urban ,10.0,0,mysuru,mysuru_Urban ,21.95176848874598,6.217834398578936,0,0,5.0,The Old House,12.2995764,76.6424693,12.292092976481662,76.58581974723371,{1.0: 0.3990595580763612},{},{1.5: 0.3776552043319165}
0xd5d6 ,17.0,2.5,1.5,0.1776900410137303,0.2667199323956324,0.2511811357368769,0.303527850291059,0.0007056307602258,0.0001754098024752,0.0,0.0,0.0,KOLRES05DEL03 ,28,4.5,2022-02-13,2022-02-13 21:35:00,2022-02-13 21:40:00,Windy,Jam ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,17.0,1,kolkata,kolkata_Metropolitian ,27.335952848722982,4.5409498250826665,0,1,5.0,Grand Market Pavilion,22.545486,88.3974659,22.583139857608938,88.37998138951569,{2.5: 0.303527850291059},{2.0: 0.2511811357368769},{3.0: 0.0007056307602258}
0x8546 ,18.0,1.0,1.5,0.5568040394425657,0.4263292307693068,0.0110336477148106,0.0058109701166809,2.2111956636016617e-05,0.0,0.0,0.0,0.0,COIMBRES06DEL01 ,34,5.0,2022-04-05,2022-04-05 09:25:00,2022-04-05 09:35:00,Sunny,Low ,Meal ,scooter ,0.0,No ,Urban ,18.0,0,coimbatore,coimbatore_Urban ,22.834355828220858,1.5580865162468949,0,1,10.0,Valarmathi Mess,11.0018364,76.9759344,11.007166374260468,76.98913128213395,{1.0: 0.5568040394425657},{},{1.5: 0.4263292307693068}
0xa03a ,31.0,3.0,3.0,0.0,0.0,0.0,3.665910808767952e-05,0.4400115915167181,0.2756143792065186,0.283847574250309,0.0002173336867214,0.0002724622316459,SURRES02DEL01 ,32,3.8,2022-03-18,2022-03-18 19:35:00,2022-03-18 19:40:00,Windy,Jam ,Drinks ,motorcycle ,0.0,No ,Metropolitian ,31.0,1,surat,surat_Metropolitian ,27.114797031863816,16.72059667667709,1,1,5.0,Indian Tapas Bar,21.1549659,72.7633496,21.009645087924213,72.8071352818478,{3.0: 0.4400115915167181},{2.5: 3.665910808767952e-05},{3.5: 0.2756143792065186}
0x9be5 ,15.0,1.5,1.5,0.0,0.9984857717918642,1.7899930171103616e-05,0.0007024513137416,0.0004720798513968,0.0003217971128261,0.0,0.0,0.0,VADRES19DEL03 ,38,4.6,2022-03-13,2022-03-13 18:20:00,2022-03-13 18:35:00,Cloudy,Medium ,Drinks ,scooter ,1.0,No ,Urban ,15.0,1,vadodara,vadodara_Urban ,23.208695652173912,9.087965501261484,0,1,15.0,The Brewery.,22.3250471,73.1716354,22.26650694157194,73.10982431135858,{1.5: 0.9984857717918642},{1.0: 0.0},{2.0: 1.7899930171103616e-05}
0xca1 ,10.0,1.5,1.0,0.3387184095823983,0.5467170038231488,0.0657697754333383,0.0486360730614215,0.0001587380996925,0.0,0.0,0.0,0.0,HYDRES19DEL01 ,20,4.7,2022-03-17,2022-03-17 15:30:00,2022-03-17 15:45:00,Sunny,Medium ,Meal ,scooter ,1.0,No ,Metropolitian ,10.0,1,hyderabad,hyderabad_Metropolitian ,27.338254450716455,6.14663364596065,0,1,15.0,Parampara - Flavours Of India,17.4150787,78.4501365,17.433408558574047,78.39552396556952,{1.5: 0.5467170038231488},{1.0: 0.3387184095823983},{2.0: 0.0657697754333383}
0x8053 ,15.0,2.0,1.5,0.0022049757179767,0.2934608777418135,0.3946112052204234,0.309635861463601,8.707985618629811e-05,0.0,0.0,0.0,0.0,COIMBRES09DEL02 ,35,4.8,2022-03-10,2022-03-10 00:00:00,2022-03-10 00:05:00,Stormy,Low ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,15.0,0,coimbatore,coimbatore_Metropolitian ,27.304291287386217,12.46422600896472,1,1,5.0,Welcomcafe Kovai,10.9963376,76.97384339999999,10.883656987527946,76.97438634150406,{2.0: 0.3946112052204234},{1.5: 0.2934608777418135},{2.5: 0.309635861463601}
0x50f3 ,33.0,3.0,3.0,6.002400960384154e-06,0.0009695154657607,0.0108492178927852,0.2965566166097625,0.338762652780598,0.2034764623677223,0.1241552959037639,0.0128594545112776,0.0123647820673695,INDORES13DEL01 ,34,4.7,2022-03-08,2022-03-08 21:35:00,2022-03-08 21:40:00,Sunny,Jam ,Meal ,motorcycle ,0.0,No ,Metropolitian ,33.0,1,indore,indore_Metropolitian ,27.04366812227074,10.58713106938149,1,0,5.0,Indore Kitchen,22.752761,75.883601,22.7418045377776,75.98599736064588,{3.0: 0.338762652780598},{2.5: 0.2965566166097625},{3.5: 0.2034764623677223}
0x1963 ,20.0,2.0,2.0,0.1460676564899038,0.2486777136242728,0.3737424977546164,0.2289847160837144,0.0022622851454099,0.0002651309020828,0.0,0.0,0.0,INDORES16DEL01 ,20,4.8,2022-03-07,2022-03-07 11:15:00,2022-03-07 11:20:00,Stormy,High ,Meal ,scooter ,1.0,No ,Metropolitian ,20.0,1,indore,indore_Metropolitian ,27.04366812227074,1.5126021292430178,0,1,5.0,Indore Kitchen,22.752761,75.883601,22.75657419622673,75.86945917300649,{2.0: 0.3737424977546164},{1.5: 0.2486777136242728},{2.5: 0.2289847160837144}
0x9502 ,25.0,2.5,2.5,0.0009854864081056,0.0049219007248733,0.4162705918335485,0.5587013250843335,0.0168005780233686,0.0022054485591778,0.0001146693665923,0.0,0.0,COIMBRES010DEL02 ,30,4.5,2022-03-01,2022-03-01 09:25:00,2022-03-01 09:35:00,Stormy,Low ,Meal ,motorcycle ,1.0,No ,Metropolitian ,25.0,0,coimbatore,coimbatore_Metropolitian ,27.304291287386217,3.1162419915691593,0,0,10.0,Valarmathi Mess,11.0018364,76.9759344,11.012729128397185,77.00223154678929,{2.5: 0.5587013250843335},{2.0: 0.4162705918335485},{3.0: 0.0168005780233686}
0x30a1 ,16.0,2.5,1.5,0.021138698653475,0.3318175018176678,0.2949829773684103,0.3520608221604478,0.0,0.0,0.0,0.0,0.0,HYDRES20DEL03 ,22,4.9,2022-03-12,2022-03-12 20:30:00,2022-03-12 20:40:00,Stormy,Jam ,Buffet ,scooter ,0.0,No ,Metropolitian ,16.0,1,hyderabad,hyderabad_Metropolitian ,27.338254450716455,13.828140500409722,1,1,10.0,63 Degrees Modern Regional Buffet,17.4433254,78.3679466,17.349363379191676,78.45372340667734,{2.5: 0.3520608221604478},{2.0: 0.2949829773684103},{3.0: 0.0}
0x9a4c ,11.0,1.0,1.0,0.6637580016946515,0.2774984329142209,0.0427381735319165,0.0152819242290693,0.0006195003092516,0.0,8.754695964119022e-05,0.0,1.6420361247947455e-05,MYSRES02DEL01 ,28,4.7,2022-03-03,2022-03-03 12:15:00,2022-03-03 12:30:00,Sunny,High ,Snack ,motorcycle ,0.0,No ,Urban ,11.0,1,mysuru,mysuru_Urban ,21.95176848874598,6.218076509100711,0,1,15.0,Shavai mysore,12.2649402,76.621179,12.311439369324116,76.65329222770123,{1.0: 0.6637580016946515},{},{1.5: 0.2774984329142209}
0x12e0 ,30.0,2.5,3.0,0.0,0.0007397466320421,0.01195709493557,0.5947212994889667,0.1065616422502432,0.1779209944059575,0.0876689247428095,0.0159510560966603,0.0044792414477506,MUMRES19DEL01 ,39,4.9,2022-03-04,2022-03-04 21:10:00,2022-03-04 21:25:00,Sunny,Jam ,Snack ,motorcycle ,1.0,No ,Metropolitian ,30.0,1,mumbai,mumbai_Metropolitian ,26.970575318401405,16.824331819052116,1,0,15.0,Mumbai Snacks,19.0923621,72.85724920000001,19.205923809546768,72.96354478864968,{2.5: 0.5947212994889667},{2.0: 0.01195709493557},{3.0: 0.1065616422502432}
0x48ef ,28.0,3.5,2.5,0.0,0.0,0.0009143769928251,0.2970174578379614,0.2552231304306255,0.4462316958357754,0.0006133389028125,0.0,0.0,COIMBRES04DEL03 ,37,4.5,2022-04-04,2022-04-04 23:20:00,2022-04-04 23:35:00,Fog,Low ,Drinks ,motorcycle ,1.0,No ,Metropolitian ,28.0,0,coimbatore,coimbatore_Metropolitian ,27.304291287386217,14.021756535050493,1,1,15.0,Lord of The Drinks Coimbatore,11.0212929,76.99822569999999,11.087218550610674,76.88862069781702,{3.5: 0.4462316958357754},{3.0: 0.2552231304306255},{4.0: 0.0006133389028125}
0x5762 ,23.0,2.5,2.0,0.0144701581640338,0.2392430285096111,0.3087139485450484,0.4375449933414355,2.787143987086404e-05,0.0,0.0,0.0,0.0,VADRES010DEL02 ,25,5.0,2022-03-12,2022-03-12 20:30:00,2022-03-12 20:45:00,Stormy,Jam ,Buffet ,scooter ,1.0,No ,Metropolitian ,23.0,1,vadodara,vadodara_Metropolitian ,27.81117021276596,12.116946920849994,1,1,15.0,Teal Restaurant,22.3099297,73.1712223,22.252015766601957,73.07146514630364,{2.5: 0.4375449933414355},{2.0: 0.3087139485450484},{3.0: 2.787143987086404e-05}
0xab40 ,15.0,2.5,1.5,0.0020304541331241,0.2856642796227576,0.2194845445321885,0.492427180138592,0.000207991242474,0.0001058201058201,7.973022504274602e-05,0.0,0.0,COIMBRES18DEL02 ,22,4.2,2022-04-05,2022-04-05 23:20:00,2022-04-05 23:35:00,Stormy,Low ,Meal ,motorcycle ,1.0,No ,Metropolitian ,15.0,0,coimbatore,coimbatore_Metropolitian ,27.304291287386217,7.790177003822013,0,0,15.0,Valarmathi Mess,11.0018364,76.9759344,10.992101504535253,77.0465308688795,{2.5: 0.492427180138592},{2.0: 0.2194845445321885},{3.0: 0.000207991242474}
0x905f ,26.0,2.0,2.5,0.0128051489239391,0.3186618558245858,0.3506514215458732,0.3174724830011749,0.000271728067064,0.0001373626373626,0.0,0.0,0.0,MYSRES07DEL02 ,29,4.9,2022-03-23,2022-03-23 20:30:00,2022-03-23 20:35:00,Stormy,Jam ,Snack ,motorcycle ,1.0,No ,Metropolitian ,26.0,1,mysuru,mysuru_Metropolitian ,27.17863720073665,12.435204072231338,1,1,5.0,Shavai mysore,12.2649402,76.621179,12.347079393003208,76.69922087573636,{2.0: 0.3506514215458732},{1.5: 0.3186618558245858},{2.5: 0.3174724830011749}
0x3dfa ,31.0,3.0,3.0,0.0,0.0,0.0,0.0,0.9971276301218164,0.0006699889258028,0.0022023809523809,0.0,0.0,JAPRES13DEL02 ,34,4.3,2022-04-05,2022-04-05 20:20:00,2022-04-05 20:35:00,Fog,Jam ,Buffet ,motorcycle ,1.0,No ,Metropolitian ,31.0,1,jaipur,jaipur_Metropolitian ,27.54977831519549,7.450285845946469,0,0,15.0,"TGIB: The Grand Indian Buffet ( Pure Veg Buffet Restaurant), Vaishali Nagar Jaipur",26.9117982,75.7491156,26.866231663734396,75.80425957021346,{3.0: 0.9971276301218164},{2.5: 0.0},{3.5: 0.0006699889258028}
